5.0	1283 725 1070 461 380 877 1110 573 1974	1283 725 1070 461 380 877 1110 1974 1589 469 60
4.2	785 802 256 820 785 875 785 1497 981 167 1663 167 1065 419 1118	1283 256 2006 440 1283 875 1286 820 1283 802 256 1497 981 1065 419 1118
3.5	737 1283 1101 1070 461 1497 385 1124 566 2273 1390	1124 566 2273 787 2267 1404 380 1207 1070 461
3.1	419 749 385 419 43 820 802 603 380 1362	419 749 380 1362 419 700 385 419 43 820 802 603
4.2	1283 1179 380 999 2130 1663 1283 700	1096 380 989 1179 999 2130 1663 1283 700
3.8	419 749 385 419 1943 1584 380 2218 1283 1103	419 1747 749 380 2218 1283 1103 808 380 1270
4.8	1642 480 210 1497 999 1434 1663 1237 1473 478 1497 385 1283 739 2006 380 1972 1190	1237 1473 1497 1658 480 210 385 1283 739 2006 380 1972 1190
2.1	1283 700 380 2230 1065 1283 1376 1065 1283 1142 179 385 419 2121	1283 1376 380 538 419 489 275 2079 1070 43 820 1943 933
4.3	1124 96 380 385 419 1696 820 380 1302 1171 1283 620	1096 380 989 96 385 419 1696 1302 1171 1283 620
3.1	1283 715 2228 1124 96 820 1283 620 380 794 385 419 1696	1124 96 380 385 419 1696 820 380 1302 1171 1283 620
3.3	419 1006 380 737 1210 136 802 237	1283 1601 478 380 1762 1365 1659 1669 419 372
1.0	1283 1179 380 2043 1283 1376	1283 700 380 2080 1283 1190 1068 808 1236 772
3.5	1283 1327 380 1168 469 1283 743 385 419 1498	419 743 380 667 419 1327
3.0	1283 1114 380 999 78 1663 1283 1179	1283 1179 380 987 1283 1863
4.1	1283 1179 380 2175 1093 2201	1283 1179 380 1743 1093 2201
3.6	1283 1179 380 2175 1093 2201	1096 380 989 1179 2175 1093 2201
4.3	1283 700 820 1283 1179 1497 630 893 1283 25 1094	1283 700 820 1283 1179 1497 863 555 893 419 4
4.6	1283 700 820 1283 1179 1497 863 555 893 419 4	1283 700 820 1283 1179 1497 863 893 1283 25 1094
3.6	1283 700 380 987 1283 2255	1283 700 380 987 1283 1890
3.3	1283 1179 380 1420 820 1651 615	1283 1179 380 1420 820 1651 1110 2173 1843
3.8	1642 1843 1497 1420 820 1651	1283 1179 380 1420 820 1651 385 419 404
4.1	1283 1179 380 1420 820 1651 1110 2173 1843	1283 1179 380 1420 820 1651 385 419 404
5.0	1283 152 380 1294 1065 1283 1375	1283 152 380 1294 17
1.5	1283 700 380 1294 1432	1283 700 380 1294 1283 1631 1110 1283 2139
4.9	419 1179 380 1055 419 2173 1179	1283 1179 380 999 1436 1663 200 1179
1.2	1283 1601 380 1819 374 1283 1978	1283 1601 380 596 1124 2187
3.6	1283 700 380 143	1283 700 380 2198
2.9	1283 824 700 380 1620	1283 700 380 143
1.4	1283 1179 380 1918 1776	1283 700 380 596 412 1669 1283 1190 753
4.5	56 1497 1155 1090	56 1497 1918 874
1.7	1283 700 380 1302 1065 419 264	1283 700 380 2146
3.8	350 1747 56 1497 981 126 820 2082 374 1283 1028 115	1096 380 989 700 981 126 820 2082 374 1283 1028 115
2.5	350 56 1497 126 2150 1283 2095	350 1747 56 1497 1882 981 126 820 2082 374 1283 1028 115
4.0	419 700 380 737 2272 419 1307 469 419 2035	419 700 380 2272 419 1307 469 419 2035
4.9	1283 700 380 1294 1124 1430 921	1283 700 380 1294 921
4.9	1283 700 380 1294 1283 921	1283 700 380 1671 1283 921
3.3	350 1685 385 813 1660 1497 737 2155	350 1685 385 813 1660 1497 2155
3.8	350 56 1497 1762 813 1404	350 1685 385 813 1660 1497 2155
1.2	1283 1179 380 2282 1642 811	1283 1179 380 1918 2148
4.5	1283 569 380 999 1773 1663 419 2077	1283 2077 380 1605 2135 419 265
4.7	1283 1919 380 999 1820 1283 388 1663 1283 700	989 1919 380 999 1820 1283 388 1663 1283 700
4.6	1642 2284 1497 999 1076 385 1283 970 1663 1283 1601	1642 2284 1497 999 91 385 1283 970 1663 1283 1601
1.1	1283 938 380 812 339 136 419 612	419 921 380 999 379 1663 419 700
5.0	419 1200 380 999 1529 1663 1283 664	419 664 380 1763 1642 1200
4.7	1283 700 380 1998 1283 753 2261 1070 798 1946	1283 700 380 1998 1283 753 2261 1070 798
1.1	1283 700 380 1998 1283 753 2261 1070 798	1283 700 380 1753 541 1283 1823
4.6	1283 1432 380 999 379 385 1283 356 507 1663 1283 749	1283 1432 380 999 379 1663 1283 749
2.4	419 96 380 1294 419 921 929	1283 1432 380 999 379 1663 1283 700
2.4	1283 700 380 1294 419 921 929	1283 1432 380 737 999 379 1663 1283 700
4.6	419 749 478 380 186 380 1778 2175 1093 2201 1669 1283 1261 1172	419 749 478 380 186 380 2175 1093 2201 1669 1283 1261 1172
1.0	785 700 380 1180 1065 419 568	419 749 478 380 186 380 988 1093 2201
4.0	419 403 385 1921 1070 419 1302 777 380 999 1503	419 777 380 1302 1669 419 403
3.5	419 1104 1065 419 2100 1497 999 1434 1125 1311 469 1124 983	419 1311 1065 419 2100 380 999 1434 1663 419 1104
4.2	419 1311 1065 419 2100 380 999 1434 1663 419 1104	1283 1825 1104 1497 1658
4.9	785 1601 380 1294 419 921 820 1651	1283 1601 380 1294 1283 921 820 1651
5.0	419 1376 380 999 2114 1663 1283 700	1283 700 380 2043 419 1376
3.3	1283 700 380 963 1494 815 1126 1283 223	1642 2263 56 1110 815 1497 1494 1283 15 331 1283 223
4.8	1283 1024 380 1918 1690 1642 157 175	1642 157 380 999 1611 1669 1861 1663 1283 1179
3.2	419 700 380 1700 1124 119	419 700 380 12 1124 119
1.1	419 700 380 12 1124 119	1283 700 545 802 662 380 999 979 309
3.4	1283 1190 620 380 708 1283 256	1283 1190 620 380 1294 1110 1283 256
3.0	419 544 1070 1283 1826 1492 1690 380 999 1239 1663 1283 700 1065 419 121 1126 419 858	1283 700 380 2087 1504 1070 1283 2171
4.8	1283 1179 380 2010 1110 1283 115	1283 1179 380 1022 1283 115 2261 469 2010
3.9	1308 380 606 2150 1283 1376	419 700 380 737 1257 2150 1070 1283 1376
4.1	1283 1179 380 366 1093 46 1065 1283 2099	1283 1179 380 1546 1093 46 1065 1283 2099
3.1	1283 1179 380 366 1093 46	1283 1179 380 1546 1093 46 1065 1283 2099
4.7	419 664 380 1294 2009 1110 1283 283	419 664 380 1294 1110 1283 283
4.5	419 664 380 1294 2009 1110 1283 283	1283 664 380 1294 1110 1283 283
3.8	1283 1601 380 1081 1642 177 1110 1283 1004 746	419 713 1601 380 540 1550 1171 419 177
4.2	1642 177 1497 999 1510 1663 1283 1601 1110 1283 1004 746	419 1601 380 540 1550 1171 419 177
3.3	1283 1601 1663 1642 177 380 2218 1065 1283 1081 746	419 1601 380 540 1550 1171 419 177
3.4	1283 1601 380 1918 1124 2187 1669 1861	1283 1601 380 987 1283 1863 1669 1861
2.7	419 700 380 737 987 419 1114	419 700 380 987 1283 1114
3.5	1308 380 1918 1283 1890	419 1179 380 541 1283 1526 1890
3.0	419 1024 380 987 1283 1890	1096 380 989 785 1918 1283 1890
4.7	419 1024 380 987 1283 1890	1308 380 1918 1283 1890
1.3	1283 700 380 1476 1642 1163	1124 2187 380 999 78 1110 1283 1054 1663 419 1179
4.4	785 700 380 981 497 419 1078	1283 700 380 981
4.7	1642 461 1497 1651	1283 725 1070 461 380 1651
2.2	419 700 380 1294 1283 921	1283 700 380 1294 1283 1871
3.8	1283 1825 461 1497 531 1065 1283 1240	461 1497 2043 820 1483 1283 1240
4.2	461 1497 2043 820 1483 1283 1240	3 461 1497 531 1065 1283 1240
2.5	1096 380 989 664 1658 480 1065 419 334	1283 664 380 1658 1642 480
3.1	419 1601 380 987 1283 394	247 380 987 1283 1890
4.5	1308 380 1671 419 921	1308 380 1294 419 921
4.6	350 1843 1497 1420	1283 1825 1843 1497 1420
4.8	1283 2117 256 380 999 217 1663 419 1966	419 1966 380 1710 1283 2117 256
3.9	419 1966 380 1710 1283 2117 256	1283 2117 256 380 1710 419 1966
2.3	419 1024 380 737 2014 1124 1293 469 419 1072	419 1024 380 987 1690 419 157
3.1	1283 1825 1858 1497 985 1939 1070 419 1922	1858 1497 985 497 1821 1283 1976
4.1	1283 700 380 1647 2230 1669 1283 662 385 1283 2193	1283 700 380 2230 1669 1283 662
3.4	1283 700 380 904 1283 662 385 1283 2193	1283 700 380 2230 1669 1283 662
3.0	419 1601 380 987 1283 2085 1070 408 1669 1861	419 1601 380 737 987 1283 2085 1070 408 1669 1861
5.0	304 1497 999 400 385 612 1663 1283 1179	1283 1179 380 844 304 385 612
4.3	1096 380 989 813 2140 2082 1126 200 700 478 380 275 573 1874 1485	1283 813 2140 380 2082 1126 200 700 478 380 275 573 1874 1485
3.0	419 700 380 2178 1874 1110 1283 1225	1096 380 989 813 2140 2082 1126 200 700 478 380 275 573 1874 1485
4.0	419 700 380 2178 1874 1110 1283 1225	1283 813 2140 380 2082 1126 200 700 478 380 275 573 1874 1485
5.0	1283 1179 478 380 224 380 1651 1283 114 820 1294 419 921	1283 224 1179 380 1651 1283 114 820 1294 419 921
2.7	1283 1179 1065 1283 742 380 1447 1065 1283 21 820 914 1283 2289	1283 1179 380 1556 136 1283 21 1447 1065 1308 914 1283 2289
3.0	419 1179 380 737 1294 1124 1430 921	1283 700 380 1294 1124 165 921
2.6	1283 700 820 1179 1497 1302	1283 700 820 1283 1179 1497 1658 213
5.0	1283 1601 380 2101 975 469 45 1669 1283 934	1283 1601 380 2101 45 975 1669 1283 934
4.8	1283 1487 2278 2006 380 1190 380 2277 820 1658 1283 2271 1070 1863 1065 419 536	1283 1190 1487 2278 380 2277 820 1658 1283 2271 1070 1863 1065 419 536
4.5	1283 1190 1487 2278 380 2277 820 1658 1283 2271 1070 1863 1065 419 536	1283 1487 2278 380 1537 1283 1863
2.7	1283 1279 380 514	1124 1572 679 380 2087 2150
2.7	1283 1179 380 2087 1283 278 1939 1070 1283 970	1283 1179 380 1476 1124 1293 385 1283 1089
5.0	419 1024 380 724 1065 1999	419 1179 380 724 1065 1999
3.8	1283 186 749 380 1294 1283 1587 2044 1065 1375	1283 749 380 1762 419 2044
3.2	1283 1179 380 1294 1283 1432	419 1179 380 737 1294 419 1432
4.3	419 700 380 699 1027	419 700 380 699 1734
4.0	1283 1179 380 1759 1065 610	1096 380 989 1179 1759 1065 610
2.4	419 1179 380 1918 1283 1863	1124 2187 380 999 78 1663 1283 1179
3.0	1237 56 1497 2155 385 1283 303 1654	1237 56 1497 911 1283 303 1654
3.3	1283 1626 130 2139 380 1514 1283 1114	1283 1626 130 2139 380 1369 1283 1114
4.8	1283 1187 130 2139 380 1538 1283 1114	1283 1187 130 1218 2139 380 1538 1283 1114
3.5	1283 1187 130 2139 380 1514 1283 1114	1283 1187 130 2139 380 1538 1283 1114
3.4	1283 1187 130 2139 380 1538 1283 1114	1283 1626 130 2139 380 1514 1283 1114
3.3	1283 700 380 1294 1283 921	1283 700 380 1186 497 1283 921
2.3	1283 1179 380 1294 1124 1430 921	1283 700 380 1186 497 1283 921
3.2	419 2185 380 737 1294 1110 1283 798 753	419 2185 380 1294 1110 1283 798 753
4.7	1283 1179 380 176 1283 662 820 380 1302 1171 419 700 478 380 224 141 1093	1096 380 989 1179 176 1283 662 820 1302 1171 419 700 224 141 1093
2.3	1283 700 380 435 1283 1180 921 382	1283 700 380 1180 1065 419 536 385 1283 100 820 1671 1283 921
4.6	1283 1179 380 1022 1283 1831 469 806 820 380 1112 1233 1895 1171 1093 745	1283 1179 380 1112 2174 1171 1093 745
3.1	1096 380 989 1179 1022 1124 1233 1831 820 1112 1233 1895 1171 1093 745	1283 1179 380 1112 2174 1171 1093 745
3.6	1283 1966 380 2082 1126 1283 1601 545 1636	419 1966 380 1762 1644 939
2.8	1283 411 380 1494 309 1124 1536	1283 1747 620 380 1294 1283 134 1536
3.8	1283 700 380 816 385 419 4	419 700 380 737 630 385 419 4
3.7	1096 380 989 620 863 915 1283 229	1283 620 380 863 915 1283 229
4.9	1283 1179 380 1674 1237 1431 1669 1283 934 1070 612	1283 1179 380 1759 1237 1431 1669 1283 934 1070 612
3.7	1283 700 380 1294 419 921	247 380 1294 419 921
4.9	1283 367 380 981 385 820 1939 1070 419 1281 1070 419 416	1283 367 380 981 385 820 1939 1070 419 416 1281
1.7	1283 1179 380 1759 309 1990	1283 1179 380 2124 1283 591 1074
2.1	1283 1179 380 1013 1990	1283 577 380 2124 1283 591 1074
3.2	419 1179 380 596 1642 156 820 1692 591	1283 1179 380 45 1283 486 591 1074
3.4	1096 380 989 700 1819 1065 1283 930 206 820 1294 1283 386	1283 700 380 1819 1065 1283 930 206 820 1294 1283 386
4.9	1283 1179 380 1595 1283 1073	419 1179 380 1595 1283 1073
4.1	1283 1179 380 2043 1283 612 1461	1283 1179 380 2043 1283 1461 469 612
4.8	1283 41 2047 380 1658 1642 1638	1642 1638 380 999 1434 1663 1283 41 2047
3.2	1308 380 475 1124 1293	419 1179 380 737 2272 1431 385 1283 970
1.9	1283 1179 380 1784 1283 1327	1283 1626 1327 380 747 1283 700
5.0	1283 2231 380 999 683 1663 1283 1601	1283 1601 380 383 1283 2231
4.4	419 700 380 596 1283 223 1215 1110 1124 859	1283 700 380 596 1283 1092 1110 1124 859
4.1	419 664 380 757 1939 419 730 1126 419 2099 1065 419 862	419 664 1456 1065 419 2099 380 757 1939 419 730
4.8	1283 256 380 294 1283 1840	419 256 380 294 419 1840
3.6	1283 1179 380 1759 309 419 408	1283 1179 380 596 1690 408
3.3	419 700 380 737 1420	1283 1179 380 1420
4.9	1308 380 45 468 385 1283 974	468 380 999 1732 385 1283 974
4.6	1283 700 380 1294 419 2086	1283 700 380 1762 419 2086
4.3	785 700 380 1933 536 250	1283 700 380 1933 250
3.4	1283 1179 380 1759 157 385 1283 974	1096 380 989 1179 1759 157 385 1283 974
4.7	1308 380 1539 419 157 1669 1283 974	419 157 380 999 676 1669 1283 974
5.0	1283 620 380 163 1283 1105 1110 612	1283 1105 380 999 607 1110 612 1663 1283 620
2.7	1283 1179 380 1988 419 612 1821 1283 1855 385 1283 314	1283 620 380 163 1283 1105 1110 612
4.9	381 380 0 1065 1283 863 700	1283 700 380 863 385 419 404
3.7	240 1497 981 497 1283 1142	1096 1497 989 240 981 497 1283 1142
3.8	1283 1351 1836 380 781 1283 1351 662	1283 1351 1836 380 1514 1283 1351 662
4.9	419 1601 380 987 1873	1873 1497 999 78 1663 419 1601
4.3	2244 1497 1203 385 1283 2171	1642 240 1497 2237 385 1283 2171
3.2	1283 925 700 380 1294 419 921	1283 1179 380 1294 1283 921
5.0	1283 1601 380 274 1283 1427	419 1601 380 274 1283 1427
4.8	1283 1179 380 987 1283 2217 2006 380 130	1283 1179 380 987 1283 130 2217
3.2	1283 700 380 375 385 419 962 1070 1283 1078	1283 700 380 863 497 1283 1078
3.4	1283 700 1821 419 2239 380 1065 1283 863 61	1283 700 380 863 497 1283 1078
3.3	419 700 380 863 616 1283 61 893 419 2239	1283 700 380 605 863 497 1283 1078
4.4	1283 700 380 1420 1065 419 212 1070 1283 100	419 700 380 1420 353 1065 419 212
3.4	1096 380 989 700 1616	1283 700 380 1616
4.3	419 700 380 1651 820 1294 419 921	419 921 380 999 379 1663 1283 700
3.4	1283 700 380 1798 419 921	419 700 380 1651 820 1294 419 921
3.8	1685 1497 737 1420 385 1921 1070 1642 461	1685 1497 1420 385 1921 1070 1642 461
3.9	1283 620 380 757 1126 1283 905	1096 380 989 620 2181 1283 905
3.7	1283 1179 380 1885 1283 1114	1283 1179 380 1406 1283 1114
2.2	1096 380 989 700 1651 820 1294 1283 921	1283 620 380 1294 1283 2044
4.3	1283 700 380 1868 985 1283 1565	1283 700 380 985 1283 1565
4.8	1283 700 380 985 1283 1565	419 700 380 985 1690 1283 1565
4.8	1283 700 380 985 1283 1565	1283 700 380 985 1690 1283 1565
4.9	419 1024 380 323 1690 419 1796	419 1179 380 323 1690 419 1796
2.9	1283 700 380 1274 277 1110 1467 1920	1096 380 989 700 1274 28 2229 1110 1467 405
4.5	1283 256 380 981 2245 1065 419 1078	1283 256 380 981 1065 419 1078
2.6	1283 700 380 981 1065 419 1078	1283 256 380 981 2245 1065 419 1078
4.6	419 700 380 1425 815 1126 1283 223	419 700 380 1494 815 1126 1283 223
3.3	419 700 380 1095 815 1821 1283 223	419 700 380 1494 815 1126 1283 223
4.7	785 700 380 2043 1283 1376	1283 700 380 2043 1283 1376
3.9	1096 380 989 700 2158 1283 544	1283 700 380 2158 1283 544
3.2	1096 380 989 700 1658 1311	1283 700 380 1658 1283 122
4.7	1283 256 380 214 1065 1283 481	1283 256 380 126 1065 1283 481
3.4	395 1685 1497 126 1065 1283 481	1283 700 380 1933 1643 718 1065 1283 481
3.7	1283 700 380 1294 1283 28 1432	1096 380 989 700 1294 1283 28 1432
4.0	1096 380 989 700 1294 419 2044	1283 700 380 1294 419 2044
3.7	419 700 380 1898 419 2158 1065 419 358	419 1179 380 1898 419 2158 1065 419 358
3.8	1096 380 989 256 1294 1110 1283 1351	1283 256 380 1658 1283 1040
3.6	1283 256 380 1658 1283 1040	1283 256 380 1294 1110 1283 1351
1.7	1283 700 380 1420	1283 700 380 1607 1718
4.4	419 1179 380 987 1732 493	1283 1179 380 596 1690 1124 493
3.8	1283 700 380 2158	1096 380 989 700 2158
3.4	419 700 380 2158	1096 380 989 700 2158
4.6	1283 700 380 1658 1283 1386	1283 700 380 1658 1283 982
4.4	1283 700 380 1918 1283 833	1283 700 380 1918 1283 1298
2.7	1283 700 380 1294 1283 921	1096 380 989 785 1294 1283 2044
3.7	1237 56 385 1283 1770 1497 784 419 1809 1070 1283 819	1237 56 1497 1478 385 1283 2037 550 1770
3.0	419 56 1497 1302	1642 458 1843 1497 1302
1.2	1283 700 380 80 1283 1306 2139	1283 700 380 1761 419 178 1070 1283 970
4.2	419 1394 1497 1527 1283 700	419 968 380 1612 419 598
3.6	1096 380 989 700 1294 1283 921	1283 700 380 1294 1283 921
4.4	1096 380 989 700 176 1283 662	1283 700 380 176 1283 662
2.4	1283 138 380 999 379 1663 1283 700	1283 700 380 1294 1283 1334
3.6	1283 700 380 1918 1283 202 1565 1110 1283 687	1096 380 989 700 1918 1283 1565 1110 1283 687
4.8	1283 1179 380 987 1283 1114	1283 1179 380 1918 1283 1114
4.4	1283 725 1070 56 380 1294 1306 1065 419 121	1283 725 1070 1685 380 1294 1306 1065 419 121
4.8	1283 700 380 241 1283 1552 1171 1283 885	1283 700 380 1112 1283 1552 1171 1283 583
1.4	419 749 380 1180 1065 419 1423 820 380 2063	1096 380 989 749 1294 419 386 1065 1283 121
3.7	1283 700 380 45 1283 1919	1096 380 989 700 45 1283 1919
3.8	1096 380 989 620 1294 921	1283 620 380 1294 921
2.9	1096 380 989 1966 2096 1283 256 1126 419 832	1283 1966 380 2096 1283 256 1126 419 832
4.4	1283 1966 380 1864 1283 256 545 1172	1283 1966 380 2096 1283 256 1126 419 832
3.8	1096 380 989 1601 1918 1642 233	1283 1601 380 1918 1642 233
3.0	1283 1601 380 1918 1642 233	1283 1601 380 987 1124 2187
4.0	1283 700 380 987 1283 1114 1669 1861	1283 700 380 737 1918 1283 1114
3.8	1283 700 380 2080 1283 619 1110 1283 1054	1096 380 989 700 2080 1283 619 1110 1283 1054
5.0	1642 1082 1497 999 379 1663 1283 152	1283 152 380 1294 1642 1082
3.8	1283 152 380 737 1294 1642 1082	1283 152 380 1294 1642 1082
3.0	1283 1601 380 1420	1283 1179 380 1616
4.0	1283 700 380 1933 2138	419 700 380 1933 250 385 1283 215
4.5	1283 700 380 1651 820 1294 1283 921	1283 700 380 1651 820 1294 1283 421 1536
3.7	1209 1497 1302 1171 1124 455	1124 455 380 1302 1171 419 1209
4.7	408 380 999 197 1663 1283 1179	1283 1179 380 596 408
2.7	1283 1179 380 987 1283 1327	1096 380 989 1179 987 1283 1327
5.0	1283 1179 380 2043 1283 1376	1283 1376 380 999 2114 1663 1283 1179
4.4	1283 1626 664 380 2080 1283 798 674 1110 1301 1870 820 380 126 520	1283 664 380 2080 1283 674 820 126 520
4.9	419 700 380 1302 1065 419 960	419 700 380 804 1065 419 960
3.5	1283 700 380 1918 1873	1283 1179 380 1918 1124 2187
3.6	1283 700 380 2080 1283 1246	1096 380 989 700 2080 1283 1246
1.2	1283 1246 380 999 754 1663 1283 700	1283 700 380 1918 1124 2187
2.1	1283 1179 380 1294 419 386	1096 380 989 700 1294 419 2044
4.8	1283 36 380 1476 1642 1311	1283 36 380 1476 1283 1512
4.0	1237 984 1457 1497 2155	1237 984 2094 1497 2155
1.0	1237 984 1457 1497 2155	1283 700 380 2043 1283 612 1351 385 419 612
3.5	1283 700 380 383 1283 2271 1070 156	1283 1179 380 383 1283 2271 1070 156
5.0	419 1179 380 1759 2225 1669 1283 1163	2225 380 999 1352 1669 1283 1163 1663 1283 1179
2.2	1283 1179 380 1864 1642 528 174 1939 1070 1283 970	419 1179 380 737 1759 2225 1669 1283 1163
3.6	1096 380 989 749 1294 1283 1432	1283 749 380 1294 1283 1432
4.3	1283 1187 1432 380 999 379 1663 1283 700	1283 700 380 1294 1283 1432
4.1	1283 700 380 1294 1283 1187 1432	1096 380 989 700 1294 1283 1432
5.0	1124 493 380 999 78 1663 1283 1179	1283 1179 380 987 1124 493
4.2	1283 700 380 1294 1283 1432	1283 700 380 737 1294 1283 1432
3.7	1283 1179 380 1294 419 1432	1283 700 380 1294 1283 1432
4.2	1283 1179 380 1918 1283 1703	1283 1179 380 1918 982
2.3	1283 725 1070 461 1497 1420 385 1283 864	1283 725 1070 461 1497 8
5.0	1283 1314 380 999 1434 1663 1283 749	1283 749 380 1658 1283 1314
1.2	1283 1601 380 1658 385 1283 1522	1283 1601 380 668 1283 1983
4.0	419 577 380 2256 779 1065 419 122	419 700 380 2256 779 1065 419 122
3.7	1283 700 380 2204 1283 2152	1283 700 380 1664 1283 2152
1.4	1283 947 1619 380 1294 1110 1283 2139	1283 1840 380 1294 1110 1283 1040
3.2	1283 1840 380 1294 1110 1283 1351	1283 1840 947 380 1294 1110 1283 2139
5.0	1283 1601 380 1885 1283 1114	1283 1114 380 999 1513 1663 1283 1601
4.2	1283 700 380 291 1283 957	1283 700 380 291 1283 938
4.0	1283 700 820 1283 1179 1497 176 497 419 39 385 1283 1069	1283 700 820 1283 1179 1497 176 497 419 1078 385 1124 523 1827
3.1	1283 1179 380 2101 2284 1669 1283 970	419 36 380 593 419 975
5.0	1283 1376 380 999 2114 1663 1283 1601	1283 1601 380 2043 1283 1376
1.0	1283 1376 380 999 2114 1663 1283 1601	1283 1179 380 987 159
3.8	419 700 380 737 1933 250	419 700 380 1933 250
2.3	419 700 380 737 1933 250	1237 56 1497 2155
4.0	2247 1497 999 1352 1669 1283 934 1663 1283 700	1308 380 2101 2284 1669 1283 934
3.7	1283 256 380 1807 1283 2139 385 419 1347	1283 256 380 1892 1283 2139 893 1347
2.8	1096 380 989 572 256 1819 385 419 612	1283 256 1110 74 1560 380 385 419 612
3.4	1283 1747 749 385 1283 43 1584 380 863 1065 419 1354 820 541 1690 1283 680 594	1283 1747 749 1663 1283 680 594 380 541 1690 1283 43 1584 820 380 863 1065 419 1354
3.4	419 1190 367 380 863 893 419 612 820 380 999 1001 1663 200 1601	1283 1747 367 380 1742 385 419 612
